pali,thai
ญาณทสฺสนาย,เพื่อญาณทัสสนะ.
พฺราหฺมณ,ดูก่อนพราหมณ์
อยํปิ โข,แม้การน้อมจิตไปเพื่อญาณทัสสนะนี้แล
ยญฺโญ,เป็นยัญ
อปฺปฏฺฐตโร จ,ที่ใช้ทุนทรัพย์น้อยกว่าด้วย
อปฺปสมารมฺภตโร จ,มีการเบียดเบียนน้อยกว่าด้วย
มหปฺผลตโรจ,มีผลมากว่าด้วย
มหานิสํสตโร จ,มีอานิสงส์มากกว่าด้วย
ยญฺเญหิ,กว่ายัญ ท.
ปุริเมหิ,อันก่อน ๆ
,ฯลฯ
ปชานาติ,ย่อมทราบชัด
อิติ,ว่า
อปรํ,กิจอย่างอื่น
อิตฺถตฺตายา,เพื่อความเป็นอย่างนี้
น(อตฺถิ),ย่อมไม่มี
,","
พฺราหฺมณ,ดูก่อนพราหมณ์
อยํปิ โข,แม้
,การบรรลุพระอรหัตนี้แล
ยญฺโญ,เป็นยัญ
อปฺปฏฺฐตโร จ,ที่ใช้ทุนทรัพย์น้อยกว่าด้วย
อปฺปสมารมฺภตโร จ,มีการเบียดเบียนน้อยกว่าด้วย
มหปฺผลตโร จ,มีผลมากว่าด้วย
,มีอานิสงส์มากกว่าด้วย
ยญฺเญหิ,กว่ายัญ ท.
ปุริเมหิ,อันก่อน ๆ.
พฺราหฺมณ,ดูก่อนพราหมณ์
จ,และ
ยญฺญสมฺปทา,ยัญสมบัติ
อญฺญา,อย่างอื่น
อุตฺตริตรา วา,ที่ยิ่งกว่าก็ดี
ปณีตตรา วา,ที่ประณีตกว่าก็ดี
ยญฺญสมฺปทาย,กว่ายัญสมบัติ
อิมาย,นี้
นตฺถิ,ย่อมไม่มีแล.
,กูฏทนฺตอุปาสกตฺตปฏิเวทนา
,กูฏทันตพราหมณ์แสดงตนเป็นอุบาสก
,[๓๕๔]
(วจเน,)  ครั้นเมื่อพระดำรัส
(ภควตา),อันพระผู้มีพระภาค
วุตฺเต,ตรัสแล้ว
เอวํ,อย่างนี้แล้ว
พฺราหฺมโณ,พราหมณ์
กูฏทนฺโต,ผู้มีนามว่ากูฏทันตะ
อโวจ,ได้กราบทูลแล้ว
เอตํ (วจนํ),ซึ่งคำนี้
ภควนฺตํ,กะพระผู้มีพระภาค
อิติ,ว่า
โภ โคตม,ข้าแต่พระโคดมผู้เจริญ
อภิกฺกนฺตํ,ภาษิตของพระองค์แจ่มแจ้งนัก
โภ โคตม,ข้าแต่พระโคดมผู้เจริญ
อภิกฺกนฺตํ,ภาษิตของพระองค์แจ่มแจ้งนัก
โภ โคตม,ข้าแต่พระโคดมผู้เจริญ
เสยฺยถาปิ,เหมือนอย่างว่า
(ปุคฺคโล),บุคคล
อุกฺกุชฺเชยฺย,พึงหงาย
นิกฺกุชฺชิตํ,ซึ่งของที่คว่ำ
วา,ก็ดี
วิวเรยฺย,พึงเปิด
ปฏิจฺฉนฺนํ,ซึ่งของที่ปิด
วา,ก็ดี
อาจิกฺเขยฺย,พึงบอก
มคฺคํ,ซึ่งหนทาง
มูฬฺหสฺส,แก่บุคคลผู้หลงทาง
,ก็ดี
ธาเรยฺย,พึงทรงไว้
เตลปชฺโชตํ,ซึ่งประทีป
อนฺธกาเร,ในที่มืด
(จินฺเตตฺวา,)  เพราะการ
,คิด
อิติ,ว่า
จกฺขุมนฺโต,บุคคลผู้มีตา
,ดี
ทกฺขนฺติ,จักเห็น
รูปานิ,ซึ่งรูป ท.
วา,ก็ดี
ธมฺโม,พระธรรม
โภตา โคตเมน,อันพระโคดมผู้เจริญ
ปกาสิโต,ทรงประกาศแล้ว
อเนกปริยาเยน,โดยเหตุหลาย ๆ อย่าง
เอวํ เอว,ก็ฉันนั้นเหมือนกัน
เอสาหํ=เอโส อหํ,ข้าพระองค์นี้
คจฺฉามิ,ขอถึง
โคตมํ,ซึ่งท่านพระโคดม
ภวนฺตํ,ผู้เจริญ
ธมฺมญฺจ,ซึ่งพระธรรมด้วย
ภิกฺขุสํฆญฺจ,ซึ่งหมู่แห่งพระภิกษุด้วย
สรณํ=สรณํ อิติ,ว่าเป็นสรณะ
ภวํ โคตโม,ขอท่านพระโคดมผู้เจริญ
ธาเรตุ,โปรด
,ทรงจำ
มํ,ซึ่งข้าพระองค์
อุปาสกํ=อุปาสกํ อิติ,ว่าเป็นอุบาสก
คตํ,ผู้ถึงแล้ว
สรณํ,ซึ่งสรณะ
ปาณุเปตํ,อย่างมอบกายถวายชีวิต
อชฺชตคฺเค,ตั้งแต่วันนี้เป็นต้นไป
โภโคตม,ข้าแต่ท่านพระโคดมผู้เจริญ
เอสาหํ=เอโส อหํ,ข้าพระองค์นี้
มุญฺจามิ,จะปล่อย
อุสภสตานิ,ซึ่งร้อยแห่งโคอุสภะ ท.
จ,ด้วย
วจฺฉตรสตานิ,ซึ่งร้อยแห่งลูกโคเพศผู้ ท.
จ,ด้วย
วจฺฉตรีสตานิ,ซึ่งร้อยแห่งลูกโคเพศเมีย ท.
จ,ด้วย
อชสตานิ,ซึ่งร้อยแห่งแพะ ท.
จ,ด้วย
อุรพฺภสตานิ,ซึ่งร้อยแห่งแกะ ท.
จ,ด้วย
เทมิ,จะให้
ชีวิตํ,ซึ่งชีวิต
(สตฺตา),สัตว์ ท.
ขาทนฺตุ,จงเคี้ยวกิน
ติณานิ,ซึ่งหญ้า ท.
หริตานิ,อันเขียวสด
เจว,ด้วยนั่นเทียว
ปิวนฺตุ,จงดื่ม
ปานียานิ,ซึ่งน้ำ
สีตานิ,อันเย็น
จ,ด้วย
วาโต,ขอกระแสลม
สีโต,ที่เย็น ๆ
อุปวายตุ,จงพัดต้องกาย
เนสํ(สตฺตานํ),ของสัตว์ ท. เหล่านั้น
จ,ด้วย
,\par
โสตาปตฺติผลสจฺฉิกิริยา,การกระทำให้แจ้งซึ่งโสดาปัตติผล
,[๓๕๕]
อถ โข,ครั้งนั้น
ภควา,พระผู้มีพระภาค
กเถสิ,ตรัสแล้ว
อนุปุพฺพึกถํ,ซึ่งพระธรรมเทศนาที่แสดงไปตามลำดับ
